,IND1,IND3,IND7,IND8,IND9,IND10,IND11,IND12,IND14,IND15,IND17,IND18,IND19,IND21,IND22,IND23,IND24,IND25,IND26,IND27,IND28,IND29,IND31,IND32,IND33,IND34,IND36,IND37_IND57,IND38,IND41,IND42,IND44,IND48,IND49,IND50,IND52,IND53,IND60,IND61,IND62,IND63,IND66,IND67,IND68,IND69,IND70,IND71,IND72,IND73,IND74,IND75,IND76,IND77,IND79,IND80,IND81,IND82,IND84,IND85,IND87,IND88,IND89,IND92,IND93,IND94,IND95,IND96,IND97,IND98,IND99,IND101,IND102
JHI-Hv50k-2016-193643,AA,AA,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,AA,BB,AA,AA,BB,BB,AA,AA,AA,BB,BB,AA,-,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,AA,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,BB,BB,AA,AA,BB
JHI-Hv50k-2016-193640,AA,AA,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,AA,BB,AA,AA,BB,BB,AA,AA,AA,BB,BB,AA,-,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,AA,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,BB,BB,BB,-,BB,BB,BB,AA,AA,-
JHI-Hv50k-2016-193614,AA,AA,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,AA,BB,AA,AA,BB,BB,AA,AA,AA,BB,BB,AA,-,BB,BB,-,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,AA,AA,-,BB,-,AA,BB,BB,BB,BB,-,BB,AA,AA,BB,BB,BB,BB,BB,-,BB,BB,BB,AA,AA,BB
JHI-Hv50k-2016-193609,AA,AA,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,AA,BB,AA,AA,BB,BB,AA,AA,AA,BB,BB,AA,-,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,AA,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,BB,BB,BB,-,BB,BB,BB,AA,AA,BB
JHI-Hv50k-2016-193464,AA,AA,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,AA,BB,AA,AA,BB,BB,AA,AA,AA,BB,BB,AA,-,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,AA,BB,BB,BB,BB,-,BB,AA,AA,BB,BB,BB,BB,BB,-,BB,BB,BB,AA,AA,BB
JHI-Hv50k-2016-193461,AA,AA,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,AA,BB,AA,AA,BB,BB,AA,AA,AA,BB,BB,AA,-,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,AA,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,BB,BB,BB,-,BB,BB,BB,AA,AA,BB
JHI-Hv50k-2016-193361,AA,AA,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,AA,BB,AA,AA,BB,BB,AA,BB,AA,BB,BB,AA,-,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,AA,AA,-,BB,AA,AA,BB,BB,AA,BB,-,BB,AA,AA,BB,BB,BB,BB,BB,-,BB,BB,BB,AA,AA,BB
JHI-Hv50k-2016-192711,AA,AA,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,AA,BB,AA,BB,BB,BB,-,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,BB,AA,BB,AA,BB,AA,AA,BB,BB,BB,AA,BB,AA,BB,BB,BB,AA,AA,BB
JHI-Hv50k-2016-192532,AA,AA,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,AA,BB,AA,BB,BB,BB,-,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,-,AA,AA,AA,AA,BB,AA,BB,AA,BB,AA,AA,BB,BB,BB,AA,BB,-,BB,BB,BB,AA,AA,BB
JHI-Hv50k-2016-192513,AA,AA,BB,BB,AA,AA,BB,BB,AA,-,BB,AA,-,BB,AA,AA,BB,AA,AA,BB,BB,AA,BB,-,BB,BB,BB,-,BB,BB,-,AA,-,BB,BB,BB,AA,-,BB,BB,-,BB,AA,-,AA,AA,-,AA,-,AA,-,-,AA,BB,AA,BB,-,BB,-,AA,BB,BB,BB,-,BB,-,BB,BB,BB,AA,AA,BB
JHI-Hv50k-2016-192534,AA,AA,BB,BB,-,AA,BB,BB,AA,-,BB,AA,-,BB,AA,AA,BB,AA,AA,BB,BB,AA,BB,-,BB,BB,BB,-,BB,BB,-,AA,-,BB,BB,BB,AA,-,BB,BB,AA,BB,AA,-,AA,AA,-,AA,AA,AA,-,-,AA,BB,AA,BB,AA,BB,-,AA,BB,BB,BB,-,BB,-,BB,BB,BB,AA,AA,BB
M_E_48,AA,AA,BB,-,AA,AA,BB,BB,AA,-,BB,AA,AA,BB,AA,AA,BB,AA,AA,-,BB,AA,BB,AA,BB,BB,BB,AA,-,BB,AA,AA,-,BB,BB,-,AA,AA,BB,BB,AA,BB,AA,AA,AA,-,-,AA,AA,AA,AA,AA,AA,BB,-,BB,AA,-,-,AA,BB,-,AA,-,BB,-,-,BB,BB,-,AA,BB
JHI-Hv50k-2016-191253,AA,AA,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,BB,AA,AA,-,AA,AA,BB,BB,-,BB,AA,BB,BB,BB,-,-,BB,AA,AA,AA,BB,-,BB,AA,AA,-,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,BB,AA,BB,AA,-,AA,AA,BB,BB,AA,AA,BB,-,BB,BB,BB,AA,AA,BB
JHI-Hv50k-2016-191513,AA,AA,BB,BB,AA,AA,BB,BB,AA,AA,-,AA,AA,-,AA,AA,BB,AA,AA,-,BB,-,-,AA,BB,-,BB,-,BB,-,AA,AA,AA,BB,BB,BB,AA,AA,-,BB,AA,-,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,-,BB,AA,BB,AA,-,AA,AA,-,BB,AA,AA,BB,AA,BB,BB,-,AA,AA,BB
JHI-Hv50k-2016-190063,AA,AA,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,-,BB,AA,BB,BB,BB,-,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,BB,AA,BB,AA,BB,AA,AA,BB,BB,AA,AA,BB,-,BB,BB,BB,AA,AA,BB
JHI-Hv50k-2016-190711,AA,AA,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,AA,BB,AA,BB,BB,BB,-,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,BB,AA,BB,AA,BB,AA,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,BB
JHI-Hv50k-2016-191570,AA,AA,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,-,BB,AA,BB,BB,BB,-,BB,BB,BB,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,BB,BB,AA,AA,BB,BB,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,-,BB,BB,BB,AA,AA,BB
JHI-Hv50k-2016-191997,AA,AA,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,-,BB,AA,BB,BB,BB,-,BB,BB,-,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,-,-,BB,AA,AA,BB,BB,AA,BB,-,BB,AA,AA,BB,BB,AA,AA,BB,-,BB,BB,BB,AA,AA,-
JHI-Hv50k-2016-188839,AA,AA,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,-,AA,AA,BB,BB,BB,-,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,BB,AA,BB,AA,BB,AA,AA,BB,BB,AA,AA,BB,BB,AA,BB,BB,AA,AA,BB
JHI-Hv50k-2016-187407,AA,AA,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,-,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,BB,BB,AA,AA,BB,BB,AA,BB,-,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,BB,BB,AA,AA,-
JHI-Hv50k-2016-187824,AA,AA,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,-,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,BB,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,BB,BB,AA,AA,BB
JHI-Hv50k-2016-187443,AA,AA,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,-,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,BB,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,BB,BB,AA,AA,BB
JHI-Hv50k-2016-187516,AA,AA,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,BB,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,BB,BB,AA,AA,BB
JHI-Hv50k-2016-186499,AA,AA,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,BB,BB,AA,AA,BB
JHI-Hv50k-2016-186498,AA,AA,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,BB,BB,AA,AA,BB
JHI-Hv50k-2016-188175,AA,AA,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,-,AA,AA,BB,BB,BB,-,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,-,BB,AA,AA,BB,BB,AA,AA,BB,BB,AA,BB,BB,AA,AA,BB
M_E_45,AA,AA,-,BB,AA,AA,-,-,AA,AA,BB,AA,AA,-,AA,AA,BB,AA,AA,-,-,AA,AA,AA,BB,BB,BB,BB,-,BB,AA,AA,-,BB,-,BB,AA,AA,BB,BB,-,BB,AA,AA,-,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,-,AA,-,-,AA,-,BB,AA,-,BB,BB,-,-,-,-,AA,BB
M_E_47,AA,AA,BB,-,AA,AA,BB,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,AA,-,-,BB,-,AA,AA,BB,BB,-,AA,BB,-,AA,AA,AA,-,BB,BB,AA,AA,BB,BB,AA,-,AA,AA,AA,AA,-,AA,AA,AA,AA,AA,AA,-,-,BB,AA,-,-,AA,BB,-,AA,-,BB,-,-,-,BB,-,AA,BB
JHI-Hv50k-2016-186719,AA,-,-,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,BB,-,AA,BB,-,AA,BB,BB,-,AA,AA,-,BB,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,-,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,-,AA,AA,-,AA,BB,AA,BB,-,-,BB,BB,AA,AA,BB,BB,AA,BB,BB,AA,AA,-
M_E_46,AA,AA,BB,BB,AA,AA,BB,BB,-,AA,-,AA,AA,BB,AA,AA,BB,AA,AA,BB,-,-,AA,AA,BB,-,BB,BB,BB,BB,AA,AA,-,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,-,AA,-,-,AA,AA,AA,AA,AA,BB,AA,BB,AA,-,-,-,-,BB,-,AA,BB,BB,-,BB,BB,BB,AA,BB
JHI-Hv50k-2016-185997,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,BB,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,BB,BB,AA,AA,BB
JHI-Hv50k-2016-185491,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,BB,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,BB,BB,AA,AA,BB
JHI-Hv50k-2016-185188,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,BB,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB
JHI-Hv50k-2016-185123,BB,BB,BB,BB,AA,AA,BB,BB,-,-,BB,-,AA,BB,-,-,BB,AA,-,BB,BB,-,-,BB,BB,BB,BB,BB,BB,BB,-,AA,AA,BB,BB,BB,-,-,BB,BB,-,BB,AA,AA,-,-,-,BB,AA,BB,AA,AA,-,BB,-,BB,AA,BB,BB,AA,BB,BB,-,-,BB,BB,AA,BB,-,-,-,BB
JHI-Hv50k-2016-185119,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,-,AA,AA,BB,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,-
JHI-Hv50k-2016-184728,BB,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,BB,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB
JHI-Hv50k-2016-184726,BB,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,BB,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB
JHI-Hv50k-2016-183791,BB,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,BB,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,BB,BB,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB
JHI-Hv50k-2016-183528,BB,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,BB,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,BB,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB
JHI-Hv50k-2016-183445,BB,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,BB,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,BB,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB
M_E_44,BB,BB,BB,BB,-,AA,BB,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,-,AA,AA,BB,BB,BB,BB,BB,BB,BB,AA,AA,-,BB,BB,BB,-,AA,-,BB,AA,AA,AA,AA,AA,-,-,-,AA,AA,AA,AA,AA,BB,-,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,-,BB,AA,BB,AA,BB
JHI-Hv50k-2016-206378,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,BB,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,BB,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB
JHI-Hv50k-2016-183041,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,BB,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,BB,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,BB,AA,BB,AA,-
JHI-Hv50k-2016-182940,AA,BB,BB,BB,AA,AA,BB,BB,-,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,BB,BB,-,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,BB,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB
JHI-Hv50k-2016-182720,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,BB,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,BB,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB
JHI-Hv50k-2016-182582,AA,BB,BB,BB,AA,AA,-,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,BB,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,-,AA,AA,AA,AA,AA,BB,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,BB,AA,BB,AA,-
JHI-Hv50k-2016-182557,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,BB,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,-,AA,AA,AA,BB,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB
JHI-Hv50k-2016-182436,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,BB,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,BB,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB
JHI-Hv50k-2016-182423,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,BB,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,BB,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB
JHI-Hv50k-2016-182094,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,BB,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,BB,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,BB,AA,BB,AA,-
JHI-Hv50k-2016-182093,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,BB,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,BB,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB
JHI-Hv50k-2016-181543,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,BB,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,BB,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB
JHI-Hv50k-2016-181474,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,BB,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,BB,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB
JHI-Hv50k-2016-181132,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,BB,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,BB,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB
JHI-Hv50k-2016-420337,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,BB,BB,BB,BB,BB,BB,BB,-,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,-,BB,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB
JHI-Hv50k-2016-225595,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,BB,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,BB,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,BB,AA,BB,AA,AA
JHI-Hv50k-2016-182700,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,BB,BB,BB,BB,BB,BB,BB,AA,AA,-,BB,BB,BB,AA,-,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,-,AA,AA,BB,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,-,BB,AA,BB,AA,-
M_E_42,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,BB,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,BB,AA,AA,BB,AA,AA,AA,-,-,AA,AA,AA,AA,AA,BB,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB
M_E_43,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,BB,BB,BB,BB,BB,BB,BB,-,-,AA,BB,BB,BB,AA,-,BB,BB,AA,AA,BB,AA,AA,AA,-,-,AA,AA,AA,AA,AA,BB,AA,BB,-,BB,BB,AA,BB,BB,AA,-,BB,BB,-,BB,AA,BB,AA,BB
JHI-Hv50k-2016-166368,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,BB,BB,BB,BB,BB,BB,BB,AA,AA,BB,BB,BB,BB,AA,BB,BB,BB,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,BB,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB
