,IND1,IND3,IND7,IND8,IND9,IND10,IND11,IND12,IND14,IND15,IND17,IND18,IND19,IND21,IND22,IND23,IND24,IND25,IND26,IND27,IND28,IND29,IND31,IND32,IND33,IND34,IND36,IND37_IND57,IND38,IND41,IND42,IND44,IND48,IND49,IND50,IND52,IND53,IND54,IND59,IND60,IND61,IND62,IND63,IND65,IND66,IND67,IND68,IND69,IND70,IND71,IND72,IND73,IND74,IND75,IND76,IND77,IND79,IND80,IND81,IND82,IND84,IND85,IND87,IND88,IND89,IND92,IND93,IND94,IND95,IND96,IND97,IND98,IND99,IND101,IND102
JHI-Hv50k-2016-139333,AA,BB,AA,AA,BB,BB,AA,BB,AA,-,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,BB,BB,AA,-,BB,AA,AA,BB,AA,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,BB,AA,-,AA,AA,BB,BB,BB,AA,BB,BB,BB,AA,BB,-,BB,BB,AA
JHI-Hv50k-2016-322677,AA,BB,BB,AA,BB,BB,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,AA,AA,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,AA,BB,AA,AA,BB,BB,AA,BB,BB,AA,BB,AA,BB,AA,AA,BB,AA,AA,AA,BB,AA,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,BB,AA,AA
JHI-Hv50k-2016-321134,AA,BB,BB,AA,BB,BB,AA,BB,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,BB,BB,AA,AA,BB,BB,AA,BB,-,AA,AA,BB,AA,BB,AA,AA,BB,BB,AA,AA,BB,AA,-,BB,BB,AA,AA,BB,AA,AA,-,BB,AA,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,BB,AA,AA
M_E_72,AA,BB,BB,AA,BB,BB,AA,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,BB,AA,-,BB,BB,AA,BB,AA,AA,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,BB,BB,AA,AA,AA,BB,AA,AA,AA,AA,BB,-,BB,BB,-,AA,AA,BB,AA,AA
M_E_71,AA,BB,BB,AA,BB,BB,AA,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,BB,AA,BB,BB,AA,AA,-,BB,BB,AA,-,BB,BB,AA,BB,AA,AA,AA,BB,AA,BB,-,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,BB,BB,AA,AA,AA,BB,AA,-,AA,AA,BB,-,BB,BB,BB,AA,AA,BB,AA,AA
M_E_70,AA,BB,BB,AA,BB,BB,AA,BB,AA,BB,AA,-,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,BB,-,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,-,AA,AA,AA,AA,-,BB,AA,BB,-,AA,BB,BB,-,-,BB,AA,BB,BB,BB,AA,BB,BB,-,AA,AA,BB,-,AA,-,AA,BB,-,BB,BB,-,AA,AA,BB,AA,AA
M_E_67,AA,BB,-,AA,BB,BB,AA,BB,AA,-,AA,AA,BB,AA,AA,-,AA,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,AA,AA,-,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,BB,BB,AA,AA,AA,AA,AA,-,AA,-,-,BB,BB,-,AA,AA,BB,AA,AA
M_E_66,AA,BB,BB,AA,BB,BB,AA,BB,-,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,AA,-,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,BB,BB,AA,AA,AA,AA,AA,BB,AA,BB,-,BB,BB,-,AA,AA,BB,AA,-
JHI-Hv50k-2016-319917,AA,BB,BB,AA,BB,BB,AA,BB,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,AA,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA
M_E_64,AA,BB,BB,AA,BB,BB,AA,BB,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,BB,-,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,BB,BB,AA,-,-,AA,AA,AA,AA,AA,AA,-,AA,BB,-,BB,BB,-,AA,AA,BB,AA,AA
JHI-Hv50k-2016-272337,AA,AA,AA,BB,AA,BB,BB,AA,BB,BB,BB,AA,BB,BB,AA,AA,BB,AA,BB,AA,BB,AA,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,-,AA,AA,AA,BB,AA,BB,BB,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,AA,AA,BB
JHI-Hv50k-2016-272315,AA,AA,AA,BB,AA,BB,BB,AA,BB,BB,BB,AA,BB,BB,AA,AA,BB,AA,BB,AA,BB,AA,AA,AA,AA,BB,AA,AA,BB,AA,-,AA,BB,AA,AA,AA,BB,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,-,AA,AA,AA,-,AA,BB,BB,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,AA,AA,BB
JHI-Hv50k-2016-272306,AA,AA,AA,BB,AA,BB,BB,AA,BB,BB,BB,AA,BB,BB,AA,AA,BB,AA,BB,AA,BB,AA,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,-,AA,AA,AA,BB,AA,BB,BB,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,AA,AA,BB
JHI-Hv50k-2016-273394,-,-,AA,BB,-,BB,BB,AA,BB,BB,BB,-,AA,BB,AA,AA,BB,AA,AA,AA,-,AA,AA,AA,AA,BB,AA,AA,BB,-,BB,AA,BB,AA,AA,AA,BB,-,BB,AA,AA,BB,AA,-,BB,BB,BB,BB,AA,AA,AA,-,AA,BB,BB,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,AA,BB
JHI-Hv50k-2016-273355,AA,AA,AA,BB,AA,BB,BB,AA,BB,BB,BB,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,AA,BB,BB,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,AA,BB
JHI-Hv50k-2016-273088,AA,AA,AA,BB,AA,BB,BB,AA,BB,BB,BB,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,-,BB,AA,AA,BB,AA,-,BB,BB,BB,BB,AA,AA,AA,BB,AA,BB,BB,BB,AA,BB,AA,-,AA,BB,BB,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,AA,BB
JHI-Hv50k-2016-273925,AA,AA,AA,BB,AA,BB,BB,AA,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,BB,AA,BB,AA,BB,AA,BB,AA,-,AA,AA,BB,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,AA,BB,BB,AA,BB,BB,AA,-,AA,BB,BB,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,BB
JHI-Hv50k-2016-274480,AA,AA,AA,BB,AA,BB,BB,AA,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,BB,AA,BB,AA,BB,AA,BB,-,-,AA,AA,BB,AA,-,BB,BB,BB,BB,AA,AA,AA,BB,AA,BB,BB,AA,BB,BB,AA,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,BB
JHI-Hv50k-2016-273848,AA,AA,AA,BB,AA,BB,BB,AA,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,BB,AA,BB,AA,BB,AA,BB,AA,AA,AA,AA,BB,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,AA,BB,BB,AA,BB,BB,AA,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,BB
JHI-Hv50k-2016-275077,AA,AA,AA,BB,AA,BB,BB,AA,BB,BB,BB,AA,AA,BB,BB,AA,BB,-,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,BB,AA,BB,AA,BB,AA,BB,-,-,AA,AA,BB,AA,-,BB,BB,BB,BB,AA,AA,AA,BB,-,BB,BB,AA,BB,BB,AA,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,BB
JHI-Hv50k-2016-273669,AA,AA,AA,BB,AA,BB,BB,AA,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,BB,AA,BB,AA,BB,AA,BB,AA,-,AA,AA,BB,AA,AA,BB,BB,BB,BB,AA,AA,AA,-,AA,BB,BB,AA,BB,BB,AA,-,AA,BB,BB,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,-
JHI-Hv50k-2016-273849,AA,AA,AA,BB,AA,BB,BB,AA,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,BB,AA,BB,AA,BB,AA,BB,-,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,BB
JHI-Hv50k-2016-273846,AA,AA,AA,BB,AA,BB,BB,AA,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,BB,AA,BB,AA,BB,AA,BB,AA,BB,AA,AA,BB,AA,-,BB,BB,BB,BB,AA,AA,AA,BB,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,BB
JHI-Hv50k-2016-273825,AA,AA,AA,BB,AA,BB,BB,AA,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,-,AA,BB,AA,BB,AA,BB,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,AA,AA,AA,-,AA,BB,BB,BB,BB,BB,AA,-,AA,BB,BB,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,-
JHI-Hv50k-2016-275198,AA,AA,AA,BB,AA,BB,BB,AA,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,BB,AA,BB,AA,BB,AA,BB,-,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,BB
M_E_37,AA,BB,AA,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,-,AA,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,BB,BB,AA,AA,BB,AA,-,AA,BB,BB,BB,AA,AA,BB,AA,AA,AA,-,AA,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,BB,AA,-,BB,BB,BB,AA,AA
JHI-Hv50k-2016-153527,AA,BB,AA,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,BB,AA,AA,AA,AA,BB,AA,BB,BB,BB,BB,AA,AA,AA,AA,AA,AA,-,BB,BB,AA,AA,BB,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,BB,AA,AA,BB,AA,AA,AA,BB,AA,AA,AA
JHI-Hv50k-2016-152840,AA,BB,AA,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,BB,AA,AA,BB,AA,AA,AA,BB,AA,AA,AA
JHI-Hv50k-2016-154862,AA,BB,AA,AA,BB,AA,-,BB,AA,AA,-,BB,BB,AA,BB,BB,BB,BB,AA,AA,BB,AA,BB,BB,BB,BB,BB,AA,AA,BB,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,AA,AA,AA,AA,AA,-,AA,BB,AA,AA,-,AA,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,BB
JHI-Hv50k-2016-155569,AA,BB,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,BB,BB,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,AA,AA,BB,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,AA,AA,AA,AA,AA,-,AA,BB,AA,BB,BB,AA,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,BB
JHI-Hv50k-2016-155805,AA,BB,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,BB,BB,AA,AA,BB,BB,AA,BB,BB,BB,BB,BB,AA,AA,BB,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,AA,AA,AA,AA,AA,-,AA,BB,AA,BB,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,BB
JHI-Hv50k-2016-157160,AA,BB,AA,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,BB,BB,BB,BB,AA,AA,BB,BB,AA,BB,-,BB,BB,AA,AA,BB,BB,AA,BB,AA,BB,BB,BB,AA,-,-,BB,AA,AA,AA,BB,BB,AA,AA,AA,BB,AA,AA,-,AA,AA,AA,BB,BB,AA,BB,-,AA,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,BB
JHI-Hv50k-2016-159556,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,BB,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA,BB,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,BB
JHI-Hv50k-2016-160331,AA,AA,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,BB,BB,BB,BB,BB,AA,AA,BB,BB,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,BB,BB,AA,-,BB,AA,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,BB,BB,BB,AA,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,BB
JHI-Hv50k-2016-160352,AA,AA,AA,BB,-,AA,-,BB,AA,AA,-,-,BB,-,-,-,-,AA,AA,-,BB,-,-,AA,-,-,AA,AA,BB,-,AA,-,AA,-,-,-,AA,AA,AA,AA,-,-,AA,BB,-,AA,AA,AA,-,AA,AA,AA,AA,AA,AA,AA,-,AA,-,AA,-,BB,-,AA,-,AA,AA,-,AA,BB,-,-,AA,AA,BB
JHI-Hv50k-2016-161093,AA,AA,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,-,BB,BB,AA,BB,AA,AA,BB,BB,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,AA,AA,AA,BB
JHI-Hv50k-2016-161081,AA,AA,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,-,BB,BB,AA,BB,AA,AA,BB,BB,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,AA,AA,AA,BB
JHI-Hv50k-2016-161080,AA,AA,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,-,BB,BB,AA,BB,AA,AA,BB,BB,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,AA,AA,AA,BB
M_E_40,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,AA,-,BB,BB,BB,AA,AA,AA,BB,BB,BB,AA,BB,AA,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,BB,BB,AA,BB,BB,BB,AA,BB,BB,-,BB,AA,BB,AA,BB
M_E_39,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,-,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,AA,BB,AA,BB,AA,AA,BB,-,-,AA,AA,AA,AA,AA,BB,AA,BB,-,BB,BB,AA,BB,BB,BB,-,BB,BB,AA,BB,AA,BB,AA,BB
JHI-Hv50k-2016-163974,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,AA,BB,BB,BB,BB,AA,AA,-,AA,BB,BB,AA,-,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,AA,BB,BB,AA,BB,AA,BB,BB,AA,BB,BB,BB,AA,BB,BB,AA,BB,AA,BB,AA,BB
JHI-Hv50k-2016-166368,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,BB,BB,BB,BB,BB,BB,BB,AA,AA,BB,BB,BB,BB,AA,BB,AA,BB,BB,BB,AA,BB,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,BB,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB
JHI-Hv50k-2016-182940,AA,BB,BB,BB,AA,AA,BB,BB,-,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,BB,BB,-,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,BB,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB
JHI-Hv50k-2016-182720,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,BB,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,BB,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB
JHI-Hv50k-2016-420337,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,BB,BB,BB,BB,BB,BB,BB,-,AA,AA,BB,BB,BB,AA,-,-,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,-,BB,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB
JHI-Hv50k-2016-182700,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,BB,BB,BB,BB,BB,BB,BB,AA,AA,-,BB,BB,BB,AA,-,-,-,BB,BB,AA,-,AA,AA,AA,AA,AA,AA,BB,AA,AA,-,AA,AA,BB,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,-,BB,AA,BB,AA,-
JHI-Hv50k-2016-184728,BB,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,BB,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB
JHI-Hv50k-2016-185123,BB,BB,BB,BB,AA,AA,BB,BB,-,-,BB,-,AA,BB,-,-,BB,AA,-,BB,BB,-,-,BB,BB,BB,BB,BB,BB,BB,-,AA,AA,BB,BB,BB,-,BB,-,-,BB,BB,-,BB,BB,AA,AA,-,-,-,BB,AA,BB,AA,AA,-,BB,-,BB,AA,BB,BB,AA,BB,BB,-,-,BB,BB,AA,BB,-,-,-,BB
JHI-Hv50k-2016-185997,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,BB,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,BB,BB,AA,AA,BB
JHI-Hv50k-2016-188175,AA,AA,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,-,AA,AA,BB,BB,BB,-,BB,BB,AA,AA,AA,BB,BB,BB,AA,BB,-,AA,BB,BB,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,-,BB,AA,AA,BB,BB,AA,AA,BB,BB,AA,BB,BB,AA,AA,BB
M_E_45,AA,AA,-,BB,AA,AA,-,-,AA,AA,BB,AA,AA,-,AA,AA,BB,AA,AA,-,-,AA,AA,AA,BB,BB,BB,BB,-,BB,AA,AA,-,BB,-,BB,AA,-,-,AA,BB,BB,-,-,BB,AA,AA,-,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,-,AA,-,-,AA,-,BB,AA,-,BB,BB,-,-,-,-,AA,BB
M_E_47,AA,AA,BB,-,AA,AA,BB,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,AA,-,-,BB,-,AA,AA,BB,BB,-,AA,BB,-,AA,AA,AA,-,BB,BB,AA,-,-,AA,BB,BB,AA,BB,-,AA,AA,AA,AA,-,AA,AA,AA,AA,AA,AA,-,-,BB,AA,-,-,AA,BB,-,AA,-,BB,-,-,-,BB,-,AA,BB
JHI-Hv50k-2016-188839,AA,AA,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,-,AA,AA,BB,BB,BB,-,BB,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,BB,BB,AA,-,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,BB,AA,BB,AA,BB,AA,AA,BB,BB,AA,AA,BB,BB,AA,BB,BB,AA,AA,BB
JHI-Hv50k-2016-187824,AA,AA,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,-,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,AA,-,BB,AA,BB,BB,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,BB,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,BB,BB,AA,AA,BB
JHI-Hv50k-2016-191253,AA,AA,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,BB,AA,AA,-,AA,AA,BB,BB,-,BB,AA,BB,BB,BB,-,-,BB,AA,AA,AA,BB,-,BB,AA,BB,-,AA,-,BB,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,BB,AA,BB,AA,-,AA,AA,BB,BB,AA,AA,BB,-,BB,BB,BB,AA,AA,BB
JHI-Hv50k-2016-192534,AA,AA,BB,BB,-,AA,BB,BB,AA,-,BB,AA,-,BB,AA,AA,BB,AA,AA,BB,BB,AA,BB,-,BB,BB,BB,-,BB,BB,-,AA,-,BB,BB,BB,AA,-,-,-,BB,BB,AA,-,BB,AA,-,AA,AA,-,AA,AA,AA,-,-,AA,BB,AA,BB,AA,BB,-,AA,BB,BB,BB,-,BB,-,BB,BB,BB,AA,AA,BB
JHI-Hv50k-2016-192532,AA,AA,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,AA,BB,AA,BB,BB,BB,-,BB,BB,AA,AA,AA,BB,BB,BB,AA,-,-,AA,BB,BB,AA,-,BB,AA,AA,AA,AA,AA,AA,-,AA,AA,AA,AA,BB,AA,BB,AA,BB,AA,AA,BB,BB,BB,AA,BB,-,BB,BB,BB,AA,AA,BB
M_E_50,-,AA,BB,-,AA,AA,AA,BB,AA,-,BB,AA,BB,AA,AA,AA,BB,AA,AA,-,BB,AA,BB,AA,-,BB,BB,BB,BB,BB,AA,AA,-,BB,BB,-,AA,AA,BB,AA,-,BB,AA,BB,BB,AA,AA,AA,-,AA,AA,AA,-,AA,AA,AA,-,BB,-,-,BB,-,AA,-,BB,BB,-,BB,AA,-,BB,-,BB,AA,BB
