,IND1,IND2,IND3,IND4,IND5,IND6,IND7,IND8,IND9,IND10,IND11,IND12,IND13,IND14,IND15,IND16,IND17,IND18,IND19,IND20,IND21,IND22,IND23,IND24,IND25,IND26,IND27,IND28,IND29,IND30,IND31,IND32,IND33,IND34,IND35,IND36,IND37,IND38,IND39,IND40,IND41,IND42,IND43,IND44,IND45,IND46,IND47,IND48,IND49,IND50,IND51,IND52,IND53,IND54,IND55,IND56,IND57,IND58,IND59,IND60,IND61,IND62,IND63,IND64,IND65,IND66,IND67,IND68,IND69,IND70,IND71,IND72,IND73,IND74,IND75,IND76,IND77,IND78,IND79,IND80,IND81,IND82,IND83,IND84,IND85,IND86,IND87
JHI_Hv50k_2016_103938,B,A,-,B,A,B,B,B,A,B,A,-,B,A,B,B,B,B,A,A,A,B,B,B,-,B,B,A,A,B,B,A,-,B,A,-,A,-,B,A,B,A,B,A,-,B,A,B,B,B,A,-,B,B,B,B,B,A,A,A,B,B,A,A,A,B,A,A,B,B,A,-,A,B,A,-,A,A,B,B,A,A,A,B,B,A,-
JHI_Hv50k_2016_104058,B,A,-,B,A,B,B,-,A,B,A,-,B,A,-,B,B,B,A,A,A,B,B,B,-,B,B,A,A,B,B,A,-,B,A,B,A,-,B,A,B,A,B,A,B,B,A,B,B,B,A,-,B,B,B,B,B,A,A,A,B,B,A,A,A,B,A,A,B,B,A,-,A,B,A,-,A,A,B,B,A,A,A,B,B,-,A
JHI_Hv50k_2016_104059,B,A,-,B,A,B,B,B,A,B,A,-,B,A,B,B,B,B,A,A,A,B,B,B,-,B,B,A,A,B,B,A,-,B,A,-,A,-,B,A,B,A,B,A,-,B,A,B,B,B,A,-,-,B,B,B,B,A,A,A,B,B,A,A,A,B,A,A,-,B,A,-,A,B,A,-,A,A,B,B,A,A,A,B,B,-,A
JHI_Hv50k_2016_104497,B,A,-,B,A,B,B,B,A,B,A,-,B,A,B,B,B,B,A,A,A,B,B,B,-,B,B,A,A,B,B,A,-,B,A,-,A,-,B,A,B,A,B,-,-,B,A,B,A,A,A,-,-,B,B,B,B,A,A,A,B,A,A,A,A,B,A,A,A,B,B,-,A,B,A,-,B,A,B,B,A,A,A,B,B,-,-
JHI_Hv50k_2016_104508,B,A,-,B,A,B,B,B,A,B,A,-,B,A,B,B,B,B,A,A,A,B,B,B,-,B,B,A,A,B,B,A,-,B,A,B,A,-,B,A,B,A,B,A,-,B,A,B,A,A,A,-,B,B,B,B,B,A,A,A,B,A,A,A,A,B,A,A,A,B,B,-,A,B,A,-,B,A,B,B,A,A,A,B,B,-,-
JHI_Hv50k_2016_104509,B,A,-,B,A,B,B,B,A,B,A,-,B,A,B,B,B,B,A,A,A,B,B,B,-,B,B,A,A,B,B,A,-,B,-,-,A,-,B,A,B,A,B,-,-,B,A,B,A,A,A,B,B,B,B,B,B,A,A,A,B,B,A,A,A,B,A,A,-,B,B,-,A,B,A,-,B,A,B,B,A,A,A,B,B,-,-
JHI_Hv50k_2016_104510,B,A,-,B,A,B,B,B,A,B,A,-,B,A,B,B,B,B,A,A,A,B,B,B,-,B,B,A,A,B,B,A,-,B,A,-,A,-,B,A,B,A,B,-,-,B,A,B,A,A,A,-,-,B,B,B,B,A,A,A,-,A,A,A,A,B,A,A,A,B,B,-,A,B,A,-,B,A,B,B,A,A,A,B,B,-,-
JHI_Hv50k_2016_104514,B,A,-,B,A,B,B,B,A,B,A,-,B,A,B,B,B,B,A,A,A,B,B,B,-,B,B,A,A,B,B,A,-,B,A,B,A,-,B,A,B,A,B,-,B,B,-,B,A,A,A,B,B,B,B,B,B,A,A,A,B,B,A,A,A,B,A,A,A,B,B,-,A,B,A,-,B,A,B,B,A,A,A,B,B,-,-
JHI_Hv50k_2016_104565,B,A,-,B,A,B,B,B,A,B,A,-,B,A,B,B,B,B,A,A,A,B,B,B,-,B,B,A,A,B,B,A,-,B,A,B,A,-,B,A,B,A,B,A,-,B,A,B,A,A,A,-,B,B,B,B,B,A,A,A,B,A,A,A,A,B,A,A,A,B,B,-,A,B,A,-,B,A,B,B,A,A,A,B,B,-,-
JHI_Hv50k_2016_104602,B,A,-,B,A,B,B,B,A,B,A,-,B,A,B,B,B,B,A,A,A,B,B,B,-,B,B,A,A,B,B,A,-,B,A,B,A,-,B,A,B,A,B,-,B,B,A,B,A,A,A,B,B,B,B,B,B,A,A,A,B,B,A,A,A,B,A,A,A,B,B,-,A,B,A,-,B,A,B,B,A,A,A,B,B,A,-
JHI_Hv50k_2016_104651,B,A,-,-,A,B,-,B,A,B,-,-,B,A,B,B,B,B,A,A,A,B,B,B,-,B,-,-,A,-,B,A,-,B,A,-,-,-,-,-,B,-,B,A,B,B,-,-,-,A,-,-,-,B,B,B,B,A,A,-,B,A,-,-,A,B,-,-,A,B,-,-,A,B,-,-,B,A,B,B,A,-,-,B,B,-,A
JHI_Hv50k_2016_105079,B,A,-,B,A,B,B,B,A,B,A,-,B,A,B,B,B,B,A,A,A,B,B,B,-,B,B,A,A,B,B,A,-,B,A,B,A,-,B,A,B,A,B,A,-,B,A,B,A,A,A,-,B,B,B,B,B,A,A,A,B,A,A,A,A,B,A,A,A,B,B,-,A,B,A,-,B,A,B,B,A,A,A,B,B,-,-
JHI_Hv50k_2016_105262,B,A,-,B,A,B,B,B,A,B,A,-,B,A,B,B,B,B,A,A,A,A,B,B,-,B,B,A,A,B,B,A,-,B,A,B,A,-,B,A,B,A,B,A,-,B,A,B,A,A,A,A,B,B,B,B,B,A,A,A,B,A,A,A,A,B,A,A,A,B,B,-,A,B,A,-,B,A,B,B,A,A,A,A,B,A,A
JHI_Hv50k_2016_105548,B,A,-,B,A,-,B,B,A,B,A,-,B,A,-,B,B,B,A,A,A,A,B,B,-,B,B,A,A,B,B,A,-,B,A,A,A,-,-,A,B,A,B,A,A,B,A,B,A,A,A,A,-,B,B,B,B,A,A,B,B,A,A,A,A,B,A,A,A,B,B,-,A,B,A,-,B,A,B,B,A,A,A,A,B,A,A
JHI_Hv50k_2016_106035,B,A,-,B,A,B,B,B,A,B,A,-,B,A,B,B,B,B,A,A,A,A,B,B,-,B,B,A,A,B,B,A,-,B,A,B,A,-,B,A,B,A,B,A,B,B,-,B,A,A,A,B,B,B,B,B,B,A,A,B,B,B,A,A,B,B,A,A,A,B,B,-,A,B,A,-,B,A,B,B,A,A,A,A,B,B,B
JHI_Hv50k_2016_106037,B,A,-,B,A,B,B,B,A,B,A,-,B,A,B,B,B,B,A,A,A,A,B,B,-,B,B,A,A,B,B,A,-,B,A,-,A,-,B,A,B,A,B,A,-,B,-,B,A,A,A,B,-,B,B,B,B,A,A,B,-,B,A,A,B,B,A,A,A,B,B,-,A,B,A,-,B,A,B,B,A,A,A,A,B,-,-
JHI_Hv50k_2016_106572,B,A,-,B,A,-,B,A,A,B,A,-,B,A,B,B,B,B,A,A,A,A,B,B,-,B,B,A,A,B,B,B,-,B,A,-,A,-,B,A,B,A,B,A,-,B,A,B,B,A,A,-,B,B,A,B,B,A,A,B,-,A,A,A,A,B,B,A,A,B,B,-,A,B,A,-,B,A,B,B,A,A,A,A,B,-,A
JHI_Hv50k_2016_106758,B,A,-,B,A,A,B,A,A,B,A,-,B,A,B,B,B,B,A,A,A,A,B,B,-,B,B,A,A,B,B,B,-,B,A,B,A,-,B,A,B,A,B,A,B,B,A,B,B,A,A,A,B,B,A,B,B,A,A,B,B,A,A,A,B,B,B,A,A,B,B,-,A,B,A,-,B,A,B,B,A,A,A,A,B,A,B
JHI_Hv50k_2016_106848,B,A,-,B,A,-,B,A,A,B,A,-,B,A,B,B,B,B,A,A,A,A,B,B,-,B,B,A,A,A,B,B,-,B,A,B,A,-,B,A,B,A,B,A,B,B,-,B,B,A,A,-,B,B,A,B,B,A,A,B,B,A,A,A,B,B,B,A,A,B,B,-,A,B,A,-,B,A,B,B,A,A,A,A,B,-,B
JHI_Hv50k_2016_108204,A,A,-,B,A,A,B,A,A,B,A,-,B,A,B,B,B,B,A,A,A,A,A,B,-,B,B,A,A,A,B,B,-,B,A,-,A,-,B,A,B,A,B,A,B,B,-,B,B,A,A,-,B,-,A,B,B,B,B,B,B,A,A,A,B,A,B,A,A,B,B,-,A,A,A,-,B,A,B,B,A,A,B,A,B,B,B
JHI_Hv50k_2016_108250,A,A,-,B,A,A,B,A,A,B,A,-,B,A,B,B,B,B,A,A,A,A,A,B,-,B,B,A,A,A,B,B,-,B,A,B,A,-,B,A,B,A,B,A,-,B,-,B,B,A,A,-,B,-,A,B,B,B,B,B,B,A,A,A,B,A,B,A,A,B,B,-,A,A,A,-,B,A,B,B,A,A,B,A,B,B,-
JHI_Hv50k_2016_110245,A,A,-,B,A,A,B,A,B,B,A,-,B,A,B,B,B,B,B,A,A,A,B,B,-,B,A,A,B,A,B,B,-,B,A,-,A,-,B,A,B,A,B,-,-,B,A,A,A,A,A,-,-,B,A,B,B,B,B,A,A,B,A,A,B,B,B,A,A,B,B,-,A,A,A,-,B,B,B,B,A,A,B,B,B,B,-
JHI_Hv50k_2016_110449,A,A,-,B,A,A,B,A,B,B,A,-,B,A,B,B,B,B,B,A,A,A,B,B,-,B,A,A,B,A,B,B,-,B,A,-,A,-,B,A,B,A,B,A,-,B,-,A,A,A,A,-,B,B,A,B,B,B,B,A,A,B,A,A,B,B,B,A,A,B,B,-,A,A,A,-,B,B,B,B,A,A,B,B,B,B,-
JHI_Hv50k_2016_110485,A,A,-,B,A,A,B,A,B,B,A,-,B,A,B,B,B,B,B,A,A,A,B,B,-,B,A,A,B,A,B,B,-,B,A,-,A,-,-,A,-,A,B,A,B,-,-,A,A,A,A,-,B,-,A,-,-,B,B,A,A,-,A,A,-,-,-,A,A,-,-,-,A,A,A,-,B,B,B,-,A,A,-,-,-,B,-
JHI_Hv50k_2016_110636,A,A,-,B,A,A,B,A,B,B,A,-,B,A,B,B,B,B,B,A,B,A,B,B,-,B,A,A,B,A,B,B,-,B,A,A,A,-,B,A,B,A,B,A,-,B,A,A,A,A,A,-,B,B,A,B,B,B,B,A,A,B,A,A,B,B,B,A,A,B,B,-,A,A,A,-,B,B,B,B,A,A,B,B,B,B,-
JHI_Hv50k_2016_111266,A,A,-,B,A,A,B,A,B,B,A,-,B,A,B,B,B,B,A,A,B,A,B,B,-,B,A,B,B,A,B,B,-,B,A,A,A,-,B,A,B,A,B,A,B,B,A,A,A,A,A,A,B,B,A,B,B,B,B,A,A,B,A,A,B,B,B,A,A,B,B,-,A,A,A,-,B,B,B,B,A,A,B,B,B,B,B
JHI_Hv50k_2016_111319,A,A,-,B,A,-,B,A,B,B,A,-,B,A,B,B,B,B,-,A,B,A,B,B,-,B,A,B,B,A,B,B,-,B,A,-,A,-,B,A,B,A,B,-,-,B,-,A,A,A,-,-,B,B,A,B,B,B,B,A,A,B,A,A,B,B,B,A,A,B,B,-,A,A,A,-,B,B,B,B,A,A,B,B,B,B,-
JHI_Hv50k_2016_111369,A,A,-,B,A,A,B,A,B,B,A,-,B,A,B,B,B,B,B,A,B,A,B,B,-,B,A,B,B,A,B,B,-,B,A,B,A,-,B,A,B,A,B,A,-,B,-,A,A,A,A,B,-,B,A,B,B,B,B,A,A,B,A,A,B,B,B,A,A,B,B,-,A,A,A,-,B,B,B,B,A,A,B,B,B,B,-
JHI_Hv50k_2016_111501,A,A,-,B,A,A,B,A,B,B,A,-,B,A,B,B,B,B,B,A,B,A,B,B,-,B,A,B,B,A,B,B,-,B,A,A,A,-,B,A,B,A,B,A,-,B,B,A,A,A,A,-,B,B,A,B,B,B,B,A,A,B,A,A,B,B,B,A,A,B,B,-,A,A,A,-,B,B,B,B,A,A,B,B,B,B,B
JHI_Hv50k_2016_111502,A,A,-,B,A,A,B,A,A,A,A,-,A,A,A,A,A,A,A,A,B,A,A,A,-,A,-,A,B,-,B,B,-,A,-,-,A,-,B,A,A,A,B,-,A,B,A,A,-,A,A,A,A,B,A,A,B,B,A,-,-,B,A,A,B,B,A,-,-,B,A,-,A,A,A,-,B,B,B,B,A,A,B,B,A,A,A
JHI_Hv50k_2016_112299,A,A,-,B,A,A,B,A,B,A,A,-,B,A,A,B,B,B,B,A,B,A,B,B,-,B,A,B,B,A,B,B,-,B,A,-,A,-,B,A,B,B,B,A,B,B,-,A,A,A,A,-,B,B,A,B,B,B,B,A,A,B,A,A,B,B,B,A,A,-,B,-,A,A,A,-,B,B,B,B,A,A,B,B,B,A,B
JHI_Hv50k_2016_112415,A,A,-,B,A,A,B,A,B,A,A,-,B,A,A,B,B,B,B,A,B,A,B,B,-,B,-,B,B,A,B,B,-,B,-,A,A,-,B,A,B,B,B,-,B,B,-,A,A,A,A,-,B,B,A,B,B,B,B,A,A,B,A,A,B,B,B,A,A,-,B,-,A,A,A,-,B,B,B,B,A,A,B,B,B,A,B
JHI_Hv50k_2016_113836,A,A,-,A,A,A,B,A,B,A,A,-,B,A,A,B,B,B,B,A,B,A,A,B,-,B,A,B,B,A,B,B,-,B,A,-,A,-,-,B,B,B,B,A,B,B,A,A,A,A,A,-,B,B,A,B,B,B,B,A,A,B,A,A,A,B,B,A,A,B,B,-,A,A,A,-,B,B,B,B,A,A,A,B,B,A,A
JHI_Hv50k_2016_113929,A,A,-,A,A,A,B,A,B,A,A,-,B,A,A,B,B,B,B,A,B,A,A,B,-,B,A,B,B,A,B,B,-,B,-,-,A,-,B,B,B,B,-,A,-,B,A,A,A,A,A,-,-,B,A,B,B,B,B,A,-,B,A,A,A,B,B,A,A,B,B,-,A,A,A,-,B,B,B,B,A,A,B,B,B,-,-
JHI_Hv50k_2016_114026,A,A,-,A,A,A,B,A,B,A,A,-,B,A,A,B,B,B,B,A,B,A,A,B,-,B,A,B,B,A,B,B,-,B,A,-,A,-,B,B,B,B,B,B,B,B,A,A,A,A,A,-,B,B,A,B,B,B,B,A,A,B,A,A,A,B,B,A,A,A,B,-,A,A,A,-,B,B,B,B,A,A,A,B,B,A,A
JHI_Hv50k_2016_114249,A,A,-,A,A,A,B,A,B,A,A,-,A,A,A,B,B,B,B,A,B,A,A,B,-,B,A,B,B,A,B,B,-,B,A,-,A,-,B,B,B,B,B,B,B,B,A,A,A,A,A,-,B,B,A,B,B,A,B,A,A,B,A,A,A,B,B,A,A,A,B,-,A,A,A,-,B,B,B,B,A,A,A,B,B,A,A
JHI_Hv50k_2016_114253,A,A,-,A,A,A,B,A,B,A,A,-,A,A,A,B,B,B,B,A,B,A,A,B,-,B,A,B,B,A,B,B,-,B,A,A,A,-,B,B,B,B,B,B,B,B,A,A,A,A,A,-,B,B,A,B,B,A,B,A,A,B,A,A,A,B,B,A,A,A,B,-,A,A,A,-,B,B,B,B,A,A,A,B,B,A,A
JHI_Hv50k_2016_114255,A,A,-,A,A,A,B,A,B,A,A,-,A,A,A,B,B,B,B,A,B,A,A,B,-,B,A,B,B,A,B,B,-,B,A,-,A,-,B,B,B,B,B,B,B,B,A,A,A,A,A,-,B,B,A,B,B,A,B,A,A,B,A,A,A,B,B,A,A,A,B,-,A,A,A,-,B,B,B,B,A,A,A,B,B,A,A
JHI_Hv50k_2016_114264,A,A,-,A,A,A,B,A,B,A,A,-,A,A,A,B,B,B,B,A,B,A,A,B,-,B,A,B,B,A,B,B,-,B,A,A,A,-,B,B,B,B,B,B,B,B,A,A,A,A,A,A,B,B,A,B,B,A,B,A,A,B,A,A,A,B,B,A,A,A,B,-,A,A,A,-,B,B,B,B,A,A,A,B,B,A,-
JHI_Hv50k_2016_114491,A,A,-,A,A,A,B,A,B,A,A,-,A,A,A,B,B,B,B,A,B,A,A,B,-,B,A,B,B,A,B,B,-,B,-,-,A,-,B,B,B,B,B,B,B,B,A,A,A,A,A,-,B,B,A,B,B,A,B,A,A,B,A,A,A,B,B,A,-,A,B,-,A,A,A,-,B,B,B,B,A,A,A,B,B,A,A
JHI_Hv50k_2016_114548,A,A,-,A,A,A,B,A,B,A,A,-,A,A,A,B,B,B,B,A,B,A,A,B,-,B,-,B,B,A,B,B,-,B,A,-,A,-,B,B,B,B,B,B,B,B,A,A,A,A,A,-,B,B,A,B,B,A,B,A,A,B,A,A,A,B,B,A,A,A,B,-,A,A,A,-,B,B,B,B,A,A,A,B,B,A,A
JHI_Hv50k_2016_114549,-,-,-,-,-,-,B,-,B,-,-,-,-,-,-,B,B,B,B,-,B,-,-,B,-,B,-,B,B,-,B,B,-,B,-,-,A,-,B,B,B,B,B,B,B,B,A,A,A,A,A,-,B,B,A,B,B,A,B,-,-,B,A,A,A,B,B,-,-,A,B,-,A,A,A,-,B,B,B,B,A,A,A,B,B,-,-
JHI_Hv50k_2016_114619,A,A,-,A,A,A,B,A,B,A,A,-,A,A,A,B,B,B,B,A,B,A,A,B,-,B,A,B,B,A,B,B,-,B,A,-,A,-,B,B,B,B,B,B,-,B,A,A,A,A,A,-,B,B,A,B,B,A,B,A,A,B,A,A,A,B,B,A,A,A,B,-,A,A,A,-,B,B,B,B,A,A,A,B,B,A,A
JHI_Hv50k_2016_114706,A,A,-,A,-,A,B,A,B,A,A,-,A,A,A,B,B,B,B,A,B,A,A,B,-,B,A,B,B,A,B,B,-,B,A,-,A,-,B,B,B,B,B,-,-,B,A,A,A,A,A,-,B,B,A,B,B,A,B,A,A,B,-,A,A,B,B,A,A,A,B,-,A,A,A,-,B,B,B,B,A,A,A,B,B,A,A
JHI_Hv50k_2016_114849,A,A,-,A,A,A,B,A,B,A,A,-,A,A,A,B,B,B,B,A,B,A,A,B,-,B,A,B,B,A,B,B,-,B,A,-,A,-,B,B,B,B,B,-,-,B,A,A,A,A,A,-,-,B,A,B,B,A,B,A,A,B,A,A,A,B,B,A,A,A,B,-,A,A,A,-,B,B,B,B,A,A,A,B,B,A,-
JHI_Hv50k_2016_114865,A,A,-,A,A,A,B,A,B,A,A,-,A,A,A,B,B,B,B,A,B,A,A,B,-,B,A,B,B,A,B,B,-,B,A,B,A,-,B,B,B,B,B,B,-,B,A,A,A,A,A,-,B,B,A,B,B,A,B,A,A,B,A,A,A,B,B,A,A,A,B,-,A,A,A,-,B,B,B,B,A,A,A,B,B,A,-
JHI_Hv50k_2016_114940,A,A,-,A,A,A,B,A,B,A,A,-,A,A,A,B,B,B,B,A,B,A,A,B,-,B,A,B,B,A,B,B,-,B,A,A,A,-,B,B,B,B,B,A,A,B,A,A,A,A,A,A,A,B,A,B,B,A,B,A,A,B,A,A,A,B,B,A,A,A,B,-,A,A,A,-,B,B,B,B,A,A,A,B,B,A,A
JHI_Hv50k_2016_114948,A,A,-,A,A,A,B,A,B,A,A,-,A,A,A,B,B,B,B,A,B,A,A,B,-,B,A,B,B,A,B,B,-,B,A,-,A,-,-,-,-,B,-,B,B,-,A,A,A,A,A,-,B,-,A,-,-,A,B,A,A,B,A,A,A,B,-,A,A,A,-,-,A,A,A,-,-,B,B,B,A,A,A,-,-,-,A
JHI_Hv50k_2016_114951,A,A,-,A,A,A,B,A,B,A,A,-,A,A,A,B,B,B,B,A,B,A,A,B,-,B,A,B,B,A,B,B,-,B,A,A,A,-,B,B,B,B,B,B,B,B,A,A,A,A,A,A,B,B,A,B,B,A,B,A,A,B,A,A,A,B,B,A,A,A,B,-,A,A,A,-,B,B,B,B,A,A,A,B,B,A,-
JHI_Hv50k_2016_114953,A,A,-,A,A,A,B,A,B,A,A,-,A,A,A,B,B,B,B,A,B,A,A,B,-,B,A,B,B,A,B,B,-,B,A,-,A,-,B,B,B,B,B,B,-,B,A,A,A,A,A,A,B,B,A,B,B,A,B,A,A,B,A,A,A,B,B,A,A,A,B,-,A,A,A,-,B,B,B,B,A,A,A,B,B,A,-
JHI_Hv50k_2016_114965,A,A,-,A,A,A,B,A,B,A,A,-,A,A,A,B,B,B,B,A,B,A,A,B,-,B,A,B,B,A,B,B,-,B,A,-,A,-,B,B,B,B,B,-,-,B,A,A,A,A,A,B,-,B,A,B,B,A,B,A,A,B,A,A,A,B,B,A,A,A,B,-,A,A,A,-,B,B,B,B,A,A,A,B,B,A,-
JHI_Hv50k_2016_115064,A,A,-,A,A,A,B,A,B,A,A,-,A,A,A,B,B,B,B,A,B,A,A,B,-,B,A,B,B,A,B,B,-,B,A,-,A,-,B,B,B,B,B,B,B,B,A,A,A,A,A,-,B,B,A,B,B,A,B,A,A,B,A,A,A,B,B,A,A,A,B,-,A,A,A,-,B,B,B,B,A,A,A,B,B,A,A
JHI_Hv50k_2016_115080,A,A,-,A,A,A,B,A,B,A,A,-,A,A,A,B,B,B,B,A,B,A,A,B,-,B,A,B,B,A,B,B,-,B,A,A,A,-,B,B,B,B,B,B,B,B,A,A,A,B,A,A,B,B,A,B,B,A,B,A,A,B,A,A,A,B,B,A,A,A,B,-,A,A,A,-,B,B,B,B,A,A,A,B,B,A,A
JHI_Hv50k_2016_115107,A,A,-,A,A,A,B,A,B,A,A,-,A,A,A,B,-,B,B,A,B,A,A,B,-,B,A,B,B,A,B,B,-,B,A,-,A,-,B,B,B,B,B,-,-,B,A,A,A,B,A,-,-,B,A,B,B,A,B,A,-,B,A,A,A,B,B,A,A,A,B,-,A,A,A,-,B,B,B,B,A,A,A,B,B,-,-
JHI_Hv50k_2016_115110,A,A,-,A,A,A,B,A,B,A,A,-,A,A,A,B,B,B,B,A,B,A,A,B,-,B,A,B,B,A,B,B,-,B,-,A,A,-,B,B,B,B,B,B,B,B,A,A,A,B,A,A,B,B,A,B,B,A,B,A,-,B,A,A,A,B,B,A,-,A,B,-,A,A,A,-,B,B,B,B,A,A,A,B,B,-,-
JHI_Hv50k_2016_115147,A,A,-,A,A,A,B,A,B,A,A,-,A,A,A,B,B,B,B,A,B,A,A,B,-,B,A,B,B,A,B,B,-,B,A,-,A,-,B,B,B,B,B,B,B,B,A,A,A,B,A,A,B,B,A,B,B,A,B,A,A,B,A,A,A,B,B,A,A,A,B,-,A,A,A,-,B,B,B,B,A,A,A,B,B,A,A
JHI_Hv50k_2016_115163,A,A,-,A,A,A,B,A,B,A,A,-,A,A,A,B,B,B,B,A,B,A,A,B,-,B,A,B,B,A,B,B,-,B,A,-,A,-,B,B,B,B,B,B,B,B,A,A,A,B,A,-,B,B,A,B,B,A,B,A,A,B,A,A,A,B,B,A,A,A,B,-,A,A,A,-,B,B,B,B,A,A,A,B,B,-,A
JHI_Hv50k_2016_115172,A,A,-,A,A,A,B,A,B,A,A,-,A,A,A,B,B,B,B,A,B,A,A,B,-,B,A,B,B,A,B,B,-,B,A,-,A,-,B,B,B,B,B,B,-,B,A,A,A,B,A,A,B,B,A,B,B,A,B,A,A,B,A,A,A,B,B,A,A,A,B,-,A,A,A,-,B,B,B,B,A,A,A,B,B,A,-
JHI_Hv50k_2016_115174,A,A,-,A,A,A,B,A,B,A,A,-,A,A,A,B,B,B,B,A,B,A,A,B,-,B,A,B,B,A,B,B,-,B,B,B,A,-,B,B,B,B,B,B,B,B,A,A,A,B,A,B,B,B,A,B,B,A,B,A,A,B,A,A,A,B,B,A,A,A,B,-,A,A,A,-,B,B,B,B,A,A,A,B,B,A,-
JHI_Hv50k_2016_115240,A,A,-,A,A,A,B,A,B,A,A,-,A,A,A,B,B,B,B,A,B,A,A,B,-,B,A,B,B,A,B,B,-,B,A,-,A,-,B,B,B,B,B,B,B,B,A,A,A,B,A,-,B,B,A,B,B,A,B,A,A,B,A,A,A,B,B,A,A,A,B,-,A,A,A,-,B,B,B,B,A,A,A,B,B,A,A
JHI_Hv50k_2016_115245,A,A,-,A,A,A,B,A,B,A,A,-,A,A,A,B,B,B,B,A,B,A,A,B,-,B,A,B,B,A,B,B,-,B,A,-,A,-,B,B,B,B,B,B,B,B,A,A,A,B,A,-,B,B,A,B,B,A,B,A,A,B,A,A,A,B,B,A,A,A,B,-,A,A,A,-,B,B,B,B,A,A,A,B,B,A,A
JHI_Hv50k_2016_115255,A,A,-,A,A,A,B,A,B,A,A,-,A,A,A,B,B,B,B,A,B,A,A,B,-,B,A,B,B,A,B,B,-,B,A,-,A,-,B,B,B,B,B,-,-,B,A,A,A,B,A,B,-,B,A,B,B,A,B,A,A,B,A,A,A,B,B,A,A,A,B,-,A,A,A,-,B,B,-,B,A,A,A,B,B,A,-
JHI_Hv50k_2016_115312,-,-,-,A,A,-,B,-,B,-,A,-,A,-,-,B,B,B,B,-,B,A,-,B,-,B,A,B,B,A,B,B,-,B,A,-,A,-,B,B,B,B,B,B,-,B,A,A,A,B,A,-,B,B,A,B,B,-,B,A,A,B,A,A,-,B,B,A,A,A,B,-,A,-,-,-,B,B,B,B,A,-,A,B,B,A,-
JHI_Hv50k_2016_115389,A,A,-,A,A,A,B,A,B,A,A,-,A,A,A,B,B,B,B,A,B,A,A,B,-,B,A,B,B,A,B,B,-,B,A,-,A,-,B,B,B,B,B,B,-,B,A,A,A,B,A,-,B,B,A,B,B,A,B,A,A,B,A,A,A,B,B,A,A,A,B,-,A,A,A,-,B,B,B,B,A,A,A,B,B,A,A
JHI_Hv50k_2016_115563,A,A,-,A,A,A,B,A,B,A,A,-,A,A,A,B,B,B,B,A,B,A,A,B,-,B,A,B,B,A,B,B,-,B,-,-,A,-,B,B,B,B,B,-,-,B,A,A,A,B,A,-,-,B,A,B,B,A,B,A,A,B,A,A,A,B,B,A,A,A,A,-,A,A,A,-,B,B,B,B,A,A,A,B,B,-,-
JHI_Hv50k_2016_115564,A,A,-,A,A,A,B,A,B,A,A,-,A,A,A,B,B,B,B,A,B,A,A,B,-,B,A,B,B,A,B,B,-,B,A,-,A,-,B,B,B,B,B,B,B,B,A,A,A,B,A,-,B,B,A,B,B,A,B,A,A,B,A,A,A,B,B,A,A,A,A,-,A,A,A,-,B,B,B,B,A,A,A,B,B,A,A
JHI_Hv50k_2016_115666,A,A,-,A,A,A,B,A,B,A,A,-,A,A,A,B,B,B,B,A,B,A,A,B,-,B,A,B,B,A,B,B,-,B,A,B,A,-,B,B,B,B,B,B,B,B,A,A,A,B,A,B,B,B,A,B,B,A,B,A,A,B,A,A,A,B,B,A,A,A,B,-,A,A,A,-,B,B,B,B,A,A,A,B,B,A,A
JHI_Hv50k_2016_115671,A,A,-,A,A,A,B,A,B,A,A,-,A,A,A,B,B,B,B,A,B,A,A,B,-,B,A,B,B,A,B,B,-,B,A,-,A,-,B,B,B,B,B,B,-,B,A,A,A,B,A,-,B,B,A,B,B,A,B,A,A,B,A,A,A,B,B,A,A,A,B,-,A,A,A,-,B,B,B,B,A,A,A,B,B,A,A
JHI_Hv50k_2016_115889,A,A,-,A,A,A,B,A,B,A,A,-,B,A,A,-,B,B,B,A,A,A,A,B,-,B,A,B,B,A,B,-,-,-,A,-,A,-,B,B,B,B,B,B,-,B,A,A,A,B,A,-,B,B,A,B,B,A,B,A,A,A,A,A,A,B,B,A,A,A,A,-,A,A,A,-,B,B,B,B,A,A,A,A,B,A,A
JHI_Hv50k_2016_115933,A,A,-,A,A,A,B,A,B,A,A,-,A,A,A,B,B,B,B,A,A,A,A,B,-,B,A,B,B,A,B,B,-,B,A,-,A,-,B,B,B,B,B,B,-,B,A,A,A,B,A,-,B,B,A,B,B,A,B,A,A,A,A,A,A,B,B,A,A,A,A,-,A,A,A,-,B,B,B,B,A,A,A,A,B,A,-
JHI_Hv50k_2016_115953,-,A,-,A,A,A,B,-,B,A,A,-,A,A,-,B,B,B,B,-,-,A,-,B,-,B,-,B,B,A,B,B,-,B,-,-,A,-,B,B,B,B,B,-,-,B,A,A,A,B,-,-,-,B,-,B,B,A,B,A,-,B,A,A,A,B,B,-,-,A,A,-,-,A,A,-,B,B,B,B,-,A,A,A,B,-,-
